yyyyq,Index,D12,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,D3,E3
20133,"1,681.55",34.404,94.37,0.333521485,0.0002,0.0464,0.0547,0.0342,-0.003599679,0.010118701,0.000125,0.002762265,-0.019116216,-0.002928992,0.002074712,NaN,0.034551504,0.052277749,0.046637377,8.909,24.63
20134,"1,848.36",34.992,100.2,0.304408126,0.0007,0.0462,0.0538,0.0367,-0.001566514,0.012143942,0.00005,-0.004697863,-0.031572267,0.012521004,0.002828284,NaN,0.034925472,0.106498197,0.100629264,9.523,26.48
20141,"1,872.34",36.228,100.85,0.350616066,0.0005,0.0438,0.0506,0.0331,-0.010755696,0.01641638,0.000175,0.013919819,0.069299935,0.056968908,0.003426186,NaN,0.035066954,0.017637358,0.012495332,9.19,24.87
20142,"1,960.23",37.381,103.12,0.342928459,0.0004,0.0425,0.048,0.0307,-0.010981735,0.013885436,0.000125,0.00867567,0.043888728,0.037171002,0.002199896,NaN,0.035650158,0.051271187,0.045946365,9.759,27.14
20143,"1,972.29",38.495,105.96,0.338576181,0.0002,0.0411,0.048,0.0295,-0.011065542,0.007991443,0.0001,-0.001309038,0.025082554,0.009953325,0.002216347,NaN,0.035986796,0.010967514,0.005794876,10.023,27.47
20144,"2,058.90",39.443,102.31,0.323755672,0.0003,0.0379,0.0474,0.024,-0.01582263,0.005625039,0.00005,-0.013523449,0.090182282,0.059224713,0.005087092,NaN,0.035813413,0.049663118,0.04407741,10.472,22.83
20151,"2,067.89",40.807,99.25,0.307454045,0.0003,0.0364,0.0454,0.0223,-0.02826469,-0.006889459,0.000075,0.005566155,0.028795949,0.031933903,0.004760544,NaN,0.035387885,0.010518932,0.005185586,10.553,21.81
20152,"2,063.11",41.742,94.91,0.310186833,0.0002,0.0419,0.0513,0.0261,-0.028692552,-0.008725336,0.000075,0.010668349,-0.069095526,-0.072893237,0.002513496,NaN,0.035183763,0.001973505,-0.003176946,10.695,22.8
20153,"1,920.03",42.51,90.66,0.335611955,0.0002,0.0407,0.0534,0.024,-0.025553801,-0.013647475,0.00005,-0.00290398,0.052133507,0.0305665,0.011060219,NaN,0.03495545,-0.063632086,-0.068700459,10.791,23.22
20154,"2,043.94",43.388,86.53,0.313648814,0.0023,0.0397,0.0546,0.0243,-0.027658216,-0.022261833,0.00005,-0.005967766,-0.013939666,0.004004,0.005576151,NaN,0.034332929,0.070528407,0.06444087,11.349,18.7
20161,"2,059.74",43.876,86.44,0.327954791,0.0029,0.0382,0.0513,0.0218,-0.026274558,-0.023715134,0.000575,0.006794208,0.07807592,0.073626785,0.008177015,NaN,0.033981673,0.013165592,0.007113612,11.041,21.72
20162,"2,098.86",44.46,86.92,0.323475362,0.0027,0.035,0.0453,0.0179,-0.021505205,-0.028684678,0.000725,0.012119329,0.062025076,0.054534981,0.004677741,NaN,0.033898317,0.025037932,0.019523462,11.279,23.28
20163,"2,168.27",45.026,89.09,0.316793887,0.0029,0.0341,0.0431,0.0196,-0.023671195,-0.032603227,0.000675,0.001701118,-0.018338834,0.013928144,0.002429939,NaN,0.03403745,0.038326491,0.032810691,11.357,25.39
20164,"2,238.83",45.701,94.55,0.293479097,0.0051,0.0406,0.0483,0.0272,-0.024727915,-0.025103574,0.000725,1.66E-05,-0.094609451,-0.070506856,0.001834446,NaN,0.033950407,0.036719317,0.0309674,12.024,24.16
20171,"2,362.72",46.382,100.29,0.281598889,0.0074,0.0401,0.0468,0.0274,-0.023843308,-0.016198861,0.001275,0.009812287,0.013986674,0.012737336,0.001134788,NaN,0.034077771,0.061371061,0.056099542,11.723,27.46
20172,"2,423.41",47.219,104.02,0.272545228,0.0098,0.0368,0.0437,0.0258,-0.026118244,-0.009784006,0.00185,0.004733369,0.029498571,0.051836216,0.001341206,NaN,0.034120342,0.031241793,0.025929215,12.115,27.01
20173,"2,519.36",48.173,107.08,0.259706167,0.0103,0.0363,0.043,0.0259,-0.031564871,-0.01108518,0.00245,0.007609561,0.00508647,0.01761265,0.001269467,NaN,0.033914535,0.043491073,0.037926737,12.311,28.45
20174,"2,673.61",48.932,109.88,0.235393343,0.0132,0.0351,0.0422,0.0254,-0.031850299,-0.019878875,0.002575,-0.001195208,0.012518732,0.035461349,0.000817603,NaN,0.034300671,0.068082043,0.062898426,12.783,26.96
20181,"2,640.87",50.003,115.44,0.259461538,0.017,0.0387,0.0464,0.0285,-0.031845388,-0.018221349,0.0033,0.012290893,-0.028672135,-0.043119419,0.009382665,NaN,0.034816812,-0.007710267,-0.012447525,12.794,33.02
20182,"2,718.37",50.99,122.48,0.25766241,0.019,0.0396,0.0483,0.0291,-0.028304929,-0.022101276,0.00425,0.009757407,-0.000891393,-0.018602128,0.003908246,NaN,0.035050066,0.034688919,0.029668949,13.103,34.05
20183,"2,913.98",52.339,130.39,0.236365437,0.0213,0.0398,0.0488,0.0334,-0.03085331,-0.020834449,0.00475,0.001785792,-0.049997586,0.003767077,0.001355777,NaN,0.034942685,0.076809817,0.071731862,13.66,36.36
20184,"2,506.85",53.748,132.39,0.268088768,0.0237,0.0402,0.0513,0.0284,-0.025984426,-0.019227909,0.005325,-0.004777392,0.078568057,0.010629785,0.014208346,NaN,0.035010112,-0.13612117,-0.14069454,14.192,28.96
20191,"2,834.40",54.937,134.39,0.253088089,0.024,0.0377,0.0484,0.0257,-0.04431702,-0.023231494,0.005925,0.011817715,0.043474776,0.069569629,0.004650866,NaN,0.035062212,0.13748902,0.13179427,13.983,35.02
20192,"2,941.76",56.077,135.27,0.246701114,0.0217,0.0342,0.0446,0.0207,-0.038076705,-0.012538346,0.006,0.00763566,0.050545415,0.063021273,0.003270888,NaN,0.035278729,0.04268804,0.037488944,14.243,34.93
20193,"2,976.74",57.22,132.9,0.24379691,0.0189,0.0303,0.0391,0.017,-0.034259274,-0.010838109,0.005425,0.002404907,0.061511287,0.062246342,0.005516843,NaN,0.035173627,0.017041849,0.011925579,14.802,33.99
20194,"3,230.78",58.241,139.47,0.229943898,0.0154,0.0301,0.0388,0.0186,-0.039852986,-0.007199155,0.004725,0.000837361,-0.036089266,-0.006916968,0.002319044,NaN,0.034673972,0.09014262,0.084801268,15.213,35.53
20201,"2,584.59",59.581,116.33,0.306097138,0.0029,0.0302,0.0429,0.0087,-0.057624525,-0.007700294,0.00385,0.004440138,0.19607342,0.043397703,0.079048805,NaN,0.033625249,-0.193793801,-0.198272654,15.323,11.88
20202,"3,100.29",59.683,99.23,0.259900484,0.0016,0.0244,0.0364,0.0073,-0.278639963,-0.016845022,0.000725,-0.001232009,0.000716827,0.058624996,0.025588122,NaN,0.030456771,0.206944603,0.201326918,14.346,17.83
20203,"3,363.00",58.851,98.22,0.241481983,0.0011,0.0231,0.0336,0.0068,-0.15910088,-0.005698078,0.0004,0.009631609,0.000740757,0.013361015,0.00725878,NaN,0.031620379,0.089851278,0.085425054,13.97,32.98
20204,"3,756.07",58.279,94.13,0.219194759,0.0009,0.0226,0.0316,0.0093,-0.137357788,-9.79E-05,0.000275,0.000745351,-0.026052045,0.0309329,0.006831315,NaN,0.032352876,0.125007972,0.120390486,14.641,31.44
20211,"3,972.89",57.633,128.2,0.198083777,0.0003,0.0304,0.0374,0.0161,-0.245049826,0.015718343,0.000225,0.016903799,-0.116140933,-0.102594391,0.006052048,NaN,0.033108812,0.059787513,0.055794694,14.677,45.95
20212,"4,297.50",57.865,158.76,0.189351731,0.0004,0.0279,0.0344,0.0152,-0.133862084,0.017254589,0.000075,0.025744025,0.052981208,0.072184456,0.003163144,NaN,0.033575177,0.085562193,0.081851257,14.577,48.39
20213,"4,307.54",59.254,175.37,0.193036445,0.0004,0.0253,0.0323,0.0137,-0.11316698,0.015597884,0.0001,0.009621047,0.001220919,-0.000481824,0.003119526,NaN,0.033426401,0.007008662,0.003534501,15.359,49.59
20214,"4,766.18",60.397,197.84,0.179785791,0.0006,0.0265,0.033,0.0146,-0.098219002,0.012970023,0.0001,0.016375633,0.014918822,0.012221162,0.004996203,NaN,0.03340179,0.108955732,0.105195949,15.783,53.91
